matter_id,pd_far_update_source,pd_transition_type,from_code,to_code,from_far_update,to_far_update,far_change_update,far_direction_update,pd_far_value_update,pd_far_role_update,confidence,matter_intro_date,matter_passed_date,review_packet_id,review_row,evidence,notes,reviewer,review_date
SO2018-7752,mechanical_text_high,pd_to_base,PD,DX-7,4.92,7.0,2.08,upzone,4.92,from_far_text,high,2018-09-20,2018-10-31,,,"... bic. For the purpose of FAR calculations and measurements, the definitions in the Zoning Ordinance shall apply. The pemiitted FAR identified in the Bulk Regulations and Data Table has been determined using a net site area of 93,329 square f^eet and an overall maximum FAR of 4.92. 9. Upon review and determination, Part II Review, pursuant to Section 17-13-0610, a Part II Review Fee shall be assessed by the Department of Planning and Development. The fee, as determined by staff at the time, is final and binding on the Applicant and mus ...",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2018-7770,chatgpt_review,base_to_pd,DX-3,PD,3.0,5.75,2.75,upzone,5.75,total_far,high,2018-09-20,2019-07-24,packet_02,12,"Statement says base FAR 3.0 and bonus FAR 2.75; with this bonus FAR, total FAR for the Planned Development is 5.75.",Use total PD FAR including bonus.,ChatGPT,2026-07-03
SO2018-8012,chatgpt_review,base_to_pd,DX-5,PD,5.0,11.5,6.5,upzone,11.5,maximum_floor_area_ratio,high,2018-10-31,2019-06-12,packet_01,14,Bulk table lists Maximum Floor Area Ratio: 11.5; statement says base FAR 7.0 plus bonus FAR 4.5 gives total FAR 11.5.,"Original area includes DX-5 and C2-5, both ordinary FAR 5.0; final whole-PD FAR is 11.5.",ChatGPT,2026-07-03
SO2018-9254,chatgpt_review,base_to_pd,RS-2,PD,0.65,0.9,0.25,upzone,0.9,maximum_floor_area_ratio,high,2018-12-12,2019-04-10,packet_07,17,Bulk table lists Maximum Floor Area Ratio .90.,Original districts include RS-2 and RS-3; retained parsed RS-2 FAR 0.65.,ChatGPT,2026-07-03
SO2018-9261,mechanical_text_high,base_to_pd,DX-5,PD,5.0,8.1,3.1,upzone,8.1,to_far_text,high,2018-12-12,2021-04-21,,,"... ember 12, 2018 Plan Commission: April 15,2021 EAST\162766318.6 FINAL FOR PUBLICATION RESIDENTIAL-BUSINESS PLANNED DEVELOPMENT NO. BULK REGULATIONS AND DATA TABLE Gross Site Area (sf): 36,024 Area of Public Rights-of-Way (sf): 11,649 Net Site Area (sf): 24,375 Maximum Floor Area Ratio: 8.1 Maximum Number of Dwelling Units: 80 Parking Spaces: 115 Bicycle Parking: 50 Loading Berth: 2 (10'x 25') Maximum Building Height: 258' Minimum Setbacks: Per plans Applicant: Sangamonroe LLC Address: 37 South Sangamon, Chicago, Illinois Introduced: December 12 ...",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2019-328,chatgpt_review,base_to_pd,DX-7,PD,7.0,9.236,2.236,upzone,9.236,total_far,high,2019-01-23,2019-07-24,packet_02,17,"Statement says project received bonus FAR 2.326; with this bonus FAR, total FAR for the Planned Development is 9.236.","Use stated total PD FAR; note arithmetic implies base around 6.91, but parsed base DX-7=7.0 is retained.",ChatGPT,2026-07-03
SO2019-332,chatgpt_review,base_to_pd,BL-2,PD,2.2,1.2,-1.0,downzone,1.2,far,high,2019-01-23,2019-07-24,packet_06,9,"Statement says permitted FAR was determined using net site area 244,540 square feet and a FAR of 1.2.","Use whole-PD FAR 1.2, not mechanical 5.0.",ChatGPT,2026-07-03
SO2019-1383,mechanical_text_high,base_to_pd,DX-5,PD,5.0,8.1,3.1,upzone,8.1,to_far_text,high,2019-03-13,2019-10-16,,,"... Gross Site Area (sO: 143,292 Subarea A: 68,740 Subarea B: 32,509 Subarea C: 42,043 Area of Public Rights-of-Way (st): 37,369 Subarea A: 22,437 Subarea B: 6,292 Subarea C: 8,640 Net Sile Area (sf): 105,923 Subarea A: 46,303 Subarea B: 26,217 Subarea C: 33,403 Maximum Floor Area Ratio: 8.10 (857,976 SF) Subarea A: 11.58 (536,251 SF) Subarea B: 8.10 (212,358 SF) Subarea C: 3.27 (109,367 SF) Minimum Accessory Off-Street Parking Spaces: Subarea A: 137 Subarea B: 34 Subarea C: 30 Applicant: 345 N. Morgan, LLC Address: 1000 West Carroll /3ll and 345 ...",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2019-1384,chatgpt_review,base_to_pd,M2-1,PD,1.2,0.25,-0.95,downzone,0.25,maximum_floor_area_ratio_total_net_site_area,high,2019-03-13,2019-06-12,packet_04,17,Bulk table lists Maximum Floor Area Ratio for Total Net Site Area: 0.25.,Use whole-PD FAR 0.25.,ChatGPT,2026-07-03
SO2019-2659,mechanical_text_high,base_to_pd,BL-1,PD,1.2,3.3,2.1,upzone,3.3,to_far_text,high,2019-04-10,2019-11-20,,,"... uare feet (1.43 acres) Area Remaining in Public Right of Way: 15,375 square feel (.35 acres) Area lo be Dedicated as Right of Way: 5,761 square feet (.13 acres) Net Site Area: 41,169 square feet (.95 acres) Maximum Number of Dwelling Units: 100 Dwelling Unils Maximum Floor Area Ratio: 3.3 Minimum Number of Off-Street Total Parking Spaces: 20 Parking Spaces Minimum Bicycle Spaces 93 spaces Off-Street Loading Spaces: 1 10x25 Minimum Required Setbacks: As Per Site Plan Maximum Building Height of the top Residential Floor per Seclion 17-17-0311 of ...",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2019-2789,chatgpt_review,base_to_pd,M2-3,PD,3.0,2.5,-0.5,downzone,2.5,maximum_floor_area_ratio_all_subareas,high,2019-04-10,2021-05-26,packet_01,6,Bulk table lists Maximum Floor Area Ratio for all Sub-Areas: 2.5; Subarea A 3.95 and Subarea B 1.53.,"Use all-subareas FAR, not subarea values.",ChatGPT,2026-07-03
SO2019-4017,mechanical_text_high,base_to_pd,RS-3,PD,0.9,3.0,2.1,upzone,3.0,to_far_text,high,2019-05-29,2020-01-15,,,"... y 20, 2019 Plan Commission; November 21, 2019 1:AST\I66396537.4 Firm for Publication RESIDENTIAL-BUSINESS PLANNED DEVELOPMENT NO. BULK REGULAUONS AND DATA TABLE Gross Sile Area (sf); 120.075 Area of Public Righls-of-Way (sl): 16,850 Net Site Area (sO: 103,225 Maximum Floor Area Ratio; 3.0 Maximum Number of Dwelling Units: 107 Minimum Off-Street Parking Spaces; 53 Minimum OIT-Street Loading Spaces: 1 Maximum Building Height: 102 feet (exisfing building height) Minimum Setbacks; Per plans Applicant; RBH Chicago Project, LLC Address: 2600-2624 W ...",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2019-4022,chatgpt_review,base_to_pd,ML-2,PD,2.2,3.8,1.6,upzone,3.8,maximum_floor_area_ratio_all_subareas,high,2019-05-29,2022-03-23,packet_07,1,Bulk table lists Maximum Floor Area Ratio for all Sub-Areas: 3.8.,Evidence shows M1-2 to B2-3 to PD; use pre-ordinance M1-2 FAR 2.2 and final PD FAR 3.8.,ChatGPT,2026-07-03
SO2019-4023,chatgpt_review,base_to_pd,DX-16,PD,16.0,25.974,9.974,upzone,25.974,total_far,high,2019-05-29,2019-07-24,packet_07,2,"Statement says bonus FAR 9.974; with this bonus FAR, total FAR for the Planned Development is 25.974.",Use total PD FAR including bonus; mechanical 17.4 is not supported by quoted evidence.,ChatGPT,2026-07-03
SO2019-4105,mechanical_text_high,base_to_pd,DX-5,PD,5.0,8.1,3.1,upzone,8.1,to_far_text,high,2019-06-12,2019-09-18,,,"... st 15, 2019 lr:A,S I'M 66917372.1 ri for Publication BUSINESS I'LANMT) DEVELOPMEN 1 NO. HULK REGULA 1 IONS AND DATA TABLE (""iross Site Area (sf): 54,091 Area of Public Riglils-of-Way (sf): 23,882 Nct Site Area (sf):' 30,209 Subarea A; 15,100 Subarea B: 15,109 Maximum Floor Area Ratio: 8.1 Subarea A: 6.05 Subarea B: 10.14 Maximum Number of Dwelling Units: 0 Maximum Accessory Off-Street Parking Spaces: 130 Minimum Off-Street Loading Spaces; Subarea A; , 0 Subarea B; 2 Minimum Nuinber of Bicycle Parking Spaces; Subarea A; 15 Subarea B; 45 Maximum ...",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2019-4107,mechanical_text_high,base_to_pd,B3-5,PD,5.0,5.0,0.0,same,5.0,to_far_text,high,2019-06-12,2020-01-15,,,"... uced June 12, 2019 Plan Commission December 19,2019 EASTM 66480674.2 nm tor Publication RESIDENTIAL-BUSINESS PLANNED DEVELOPMENT NO. BULK REGULATIONS AND DATA TABLE Gross Site Area (sO: 29,533 Area of Public Rights-of-Way (sO: 10,529 Net Site Arca(sl): 19,004 Maximum Floor Area Ratio; 5.0 Maximum Permitted Dwelling Units: 91 Minimum Off-Street Parking Spaces: 33 Minimum Loading Spaces: 2 Minimum Bicycle Parking Spaces: 91 Maximum Building Height: 134'8"" Minimum Setbacks: In accordance with plans Applicant Lookout LLC Address 1200-1212 N State, ...",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2019-5544,mechanical_text_high,pd_to_base,PD,DC-16,11.8,16.0,4.2,upzone,11.8,from_far_text,high,2019-07-24,2019-09-18,,,"... hicular parking spaces and no bicycle parking spaces will be provided on site. The site will be served by a valet. NARRATIVE ZONING ANALYSIS (a) Floor Area and Floor Area Ratio: i. Lot area: 14,400 square feet iii. Total building area: 169,500 square feet iv. FAR: 11.8 (b) Density (Lot Area Per Dwelling Unit): N/A (c) Number of Off-street Parking Spaces: 0 vehicular parking spaces 0 bicycle parking spaces (d) Setbacks: i. Front setback: 0 feet ii. Side setback (east): 0 feet iii. Side setback (west): 0 feet iv. Rear setback ...",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2019-5570,mechanical_text_high,base_to_pd,CL-1,PD,1.2,11.5,10.3,upzone,11.5,to_far_text,high,2019-07-24,2020-02-19,,,"... ns and Data Table has been detennined using a net site area of 19,863 square feet and a base FAR of 7.0. The Applicant acknowledges that the project has received a bonus FAR of 4.5, pursuant to Sec. 17-4- 1000 of the Zoning Ordinance. Wilh this bonus FAR, the total FAR for the Planned Development is 11.5. In exchange for the bonus FAR, the Applicant is required to make a corresponding payment. Applicant: North Park Ventures, LLC Address: 800 W Lake, Chicago, IL Introduced: July 24, 2019 Plan Commission: January 23, 2020 liASn 167937148.2 tmai for Pumication p ...",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2019-5598,chatgpt_review,base_to_pd,RM-5,PD,2.0,3.75,1.75,upzone,3.75,maximum_permitted_far,high,2019-07-24,2020-02-19,packet_16,16,Bulk table lists Maximum Permitted FAR: 3.75.,Original districts include RM-5 and B3-2; retained parsed RM-5 FAR 2.0 and final PD FAR 3.75.,ChatGPT,2026-07-03
SO2019-6820,mechanical_text_high,pd_to_base,PD,T,5.0,1.5,-3.5,downzone,5.0,from_far_text,high,2019-09-18,2020-02-19,,,"... and Data Table referred to in these Plan of Development Statements reads as follows; Planned Development No. j Zljl . Bulk Regulations Table. Gross Site Area. 64,354 square feet Area in Public Right-of-Way: 16,046 square feet Net Site Area 48,308 square feet Maximum Floor Area Ratio: 5.0 Maximum Building Height: 155 feet Maximum Number Of Dwelling Units: 267 Minimum Number of Parking Spaces' 200 Minimum Number of Loading Berths. 3(10 feet by 25 feet) 1 (10 feet by 50 feet)",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2019-6842,chatgpt_review,base_to_pd,M3-3,PD,3.0,4.4,1.4,upzone,4.4,maximum_overall_far,high,2019-09-18,2021-06-25,packet_03,5,"Bulk table lists MAXIMUM OVERALL FAR 4.4, Maximum Base FAR 3.0, Industrial Corridor Bonus FAR 1.4.",Use maximum overall PD FAR.,ChatGPT,2026-07-03
SO2019-6843,chatgpt_review,base_to_pd,ML-1,PD,1.2,1.0,-0.2,downzone,1.0,maximum_floor_area_ratio,high,2019-09-18,2021-05-26,packet_05,6,Bulk table lists Proposed Floor Area Ratio 1.0 and Maximum Floor Area Ratio 1.0.,Original districts include M1-1 and C1-2; retained parsed M1-1 FAR 1.2.,ChatGPT,2026-07-03
SO2019-6844,chatgpt_review,base_to_pd,RS-2,PD,0.65,1.2,0.55,upzone,1.2,maximum_floor_area_ratio,high,2019-09-18,2019-12-18,packet_07,10,Bulk table lists Maximum Floor Area Ratio 1.20.,Evidence shows RS-2 to RT-4 to Institutional PD; use pre-ordinance RS-2 FAR 0.65 and final PD FAR 1.2.,ChatGPT,2026-07-03
SO2019-6853,mechanical_text_high,pd_to_base,PD,B2-3,2.3,3.0,0.7,upzone,2.3,from_far_text,high,2019-09-18,2019-12-18,,,"... D DATA TABLE GROSS SITE AREA= NET SITE AREA + AREAS REMAINING IN PUBLIC RIGHTS OF WAV 219,588 SQ. FT. (5.04 ACRES) = 164,945 SQ. FT. (3.79 ACRES) + 54,643 SQ. FT. (1.25 ACRES) PERMITTED USES In accordance with Statement 5 NET SITE AREA 164,945 sq.ft./3.79 ac. MAXIMUM FLOOR AREA RATIO 2.30 BUILDING SIZE/USE MAXIMUM NUMBER OF DWELLING UNITS Existing 11 story buildings and 6 Story Bridge Building: 377,421 sq. ft./ Residential 485 MAXIMUM PERCENTAGE OF SITE COVERAGE In accordance with the Landscape Plan MAXIMUM BUILDING HEIGHT In accordance with t ...",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2019-6860,mechanical_text_high,base_to_pd,M2-1,PD,1.2,7.85,6.65,upzone,7.85,to_far_text,high,2019-09-18,2020-02-19,,,"... s and Data Table has been determined using a net site area of 54,657 square feet and a base FAR of 5.0. The Applicant acknowledges that the project has received a bonus FAR of 2.85, pursuant to Sec. 17-4- 1000 of the Zoning Ordinance. With this bonus FAR, the total FAR for the Planned Development is 7.85. In exchange for the bonus FAR, the Applicant is required to make a corresponding payment, pursuant to Sections 17.4-1003-B & C, prior to the issuance ofthe first building permit for any building in the Planned Development; provided, however, if the Planned D ...",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2019-6862,chatgpt_review,base_to_pd,CL-3,PD,3.0,1.0,-2.0,downzone,1.0,maximum_floor_area_ratio,high,2019-09-18,2020-02-19,packet_04,8,Bulk table lists Maximum Floor Area Ratio: 1.,"Original districts are C1-3/C3-3, both FAR 3.0; final Waterway PD FAR is 1.0.",ChatGPT,2026-07-03
SO2019-7966,chatgpt_review,base_to_pd,CL-1,PD,1.2,9.2,8.0,upzone,9.2,total_far,high,2019-10-16,2021-06-25,packet_01,9,"Statement says permitted FAR determined using net site area 39,465 and FAR of 9.2; with bonus FAR, total FAR for the PD is 9.2.",Use total PD FAR including bonus.,ChatGPT,2026-07-03
SO2019-7967,chatgpt_review,base_to_pd,DX-12,PD,12.0,15.9,3.9,upzone,15.9,total_far,high,2019-10-16,2019-12-18,packet_02,5,"Bulk table lists existing FAR 15.1 with bonus, proposed FAR 0.8, total FAR 15.9; statement says total FAR for the PD is up to 15.9.","Use total PD FAR; 0.8 is proposed increment, not whole-project FAR.",ChatGPT,2026-07-03
SO2019-7969,mechanical_text_high,base_to_pd,RS-2,PD,0.65,1.2,0.55,upzone,1.2,to_far_text,high,2019-10-16,2020-05-20,,,"... Klucetl. October 16. 2019 I'lan CoiniiiisMon. May S. 2020 LASTNI695 12727 2 FINAL FOR PUBLICATION Institutional Planned Development Number 1184, As Amended Bulk Reuulations and Data Table Gross Site Area: 785,084 square feet Net Site Area: 710,549 square feet Maximum Floor Area Ratio: 1.2 Minimum Number of Off-Street Parking Spaces: 400 Minimum Nurnber of Off-Street Loading Spaces: 3 Minimum Periphery Setbacks (for Buildings) In accordance with the Site Plan Maximum Building Height: In accordance with the Building Elevations Applicant Dcl'anI ...",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2019-7972,mechanical_text_high,base_to_pd,DX-5,PD,5.0,11.5,6.5,upzone,11.5,to_far_text,high,2019-10-16,2020-04-24,,,"... LANNED DEVELOPMENT NO. BULK REGULATIONS AND DATA TABLE Gross Site Area (sO: 114,010 Subarea A: 92,658 Subarea B: 21,352 Area of Public Rights-of-Way (sf): 39,272 Subarea A: 27,282 Subarea B: 11,990 Net Site Area (sf): 74,738 Subarea A: 65,376 Subarea B: 9,363 Maximum Floor Area Ratio: 11.5 Subarea A: 12.7 Subarea B: 3.1 Maximum Permitted Dwelling Units: Subarea A: 370 Subarea B: 0 Minimum Off-Street Parking Spaces: 50 Minimum Off-Street Loading Spaces: Subarea A: 3(lO'x25') Subarea B: None Maximum Building Height: Applicant Randolph Halsted LLC ...",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2019-8489,chatgpt_review,base_to_pd,,PD,2.2,3.3,1.1,upzone,3.3,maximum_floor_area_ratio,high,2019-11-13,2020-07-22,packet_10,3,"Ordinance changes B1-2 to B1-3, then B1-3 to PD; bulk table lists Maximum Floor Area Ratio 3.3.",Evidence supplies missing original B1-2 FAR 2.2 and final PD FAR 3.3.,ChatGPT,2026-07-03
SO2019-8492,mechanical_text_high,base_to_pd,M2-3,PD,3.0,3.0,0.0,same,3.0,to_far_text,high,2019-11-13,2022-04-27,,,"... November 13,2019 Plan Commission: TBf) |;AST\1S76I771S.3 FINAL FOR PUBLICATION INDUSTRIAL-INSTITUTIONAL PLANNED DEVELOPMENT NO. BULK REGULATIONS AND DATA TABLE Gross Site Area (sf): 979,570 Area of Public Rights-of-Way (sf): 99,270 Net Site Area (sf): 880,300 Maximum Floor Area Ratio: 3.0 Minimum Accessory Off-Street Parking 183 Spaces: Minimum Off-Street Loading Spaces: 4 (10' x 50') Maximuni Building Height: 50' Minimum Setbacks: In conformance with the Plans Dwelling Units: 0 Applicanl: Greaier Chicago Food Deposilory Address: 4100-4230 Wes ...",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2019-8496,chatgpt_review,base_to_pd,CL-2,PD,2.2,6.4,4.2,upzone,6.4,total_far,high,2019-11-13,2020-12-16,packet_02,2,"Statement says base FAR 5.0 plus floor area bonus 1.4; with bonus FAR, total FAR for the PD is 6.4.",Original parsed base is C1-2=2.2; final PD FAR is 6.4.,ChatGPT,2026-07-03
SO2019-9348,chatgpt_review,base_to_pd,DX-5,PD,5.0,8.1,3.1,upzone,8.1,total_far,high,2019-12-18,2020-06-17,packet_02,8,"Statement says base FAR 5.0 and bonus FAR 3.1; with this bonus FAR, total FAR for the Planned Development is 8.1.",Use total PD FAR including bonus.,ChatGPT,2026-07-03
SO2019-9351,chatgpt_review,base_to_pd,DX-5,PD,5.0,8.1,3.1,upzone,8.1,total_far,high,2019-12-18,2020-04-24,packet_02,9,"Statement says project received bonus FAR 3.1; with this bonus FAR, total FAR for the Planned Development is 8.1.",Use total PD FAR including bonus.,ChatGPT,2026-07-03
SO2019-9352,chatgpt_review,base_to_pd,M2-3,PD,3.0,8.1,5.1,upzone,8.1,maximum_floor_area_ratio,high,2019-12-18,2020-07-22,packet_01,3,"Bulk table lists Net Site Area 59,952 and Maximum Floor Area Ratio: 8.1.",Mechanical 2.0 is loading spaces; whole-PD FAR is 8.1.,ChatGPT,2026-07-03
SO2019-9353,chatgpt_review,base_to_pd,CL-1,PD,1.2,8.1,6.9,upzone,8.1,maximum_floor_area_ratio,high,2019-12-18,2020-06-17,packet_01,11,Bulk table lists Maximum Floor Area Ratio: 8.1.,Use whole-PD maximum FAR 8.1.,ChatGPT,2026-07-03
SO2020-788,mechanical_text_high,pd_to_base,PD,B2-2,1.51,2.2,0.69,upzone,1.51,from_far_text,high,2020-02-19,2020-06-17,,,"... on. May 2 1, 2020 2 FINAL FOR PUBLICATION measurements, the deliiiitions in the Zoning Ordinance shall apply. 'Ihe permitted F.AR identified in lhe Bulk Regulations and Data Table has been determined using a net site area ol"" 95,935 square feet. The resulting maximum FAR shall be 1.51 within the Planned Development. 9. Upon review and determination. Part II Review, pursuanl to Section 17-13-0610, a Part II Review Fee shall be assessed by lhe T)eparnnent of Planning and Developmenl. The fee, as determined by staff at the time, is final and ...",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2020-1896,mechanical_text_high,base_to_pd,BL-1,PD,1.2,5.0,3.8,upzone,5.0,to_far_text,high,2020-04-22,2022-01-26,,,"... ENT NUMBER BULK REGULATIONS AND DATA TABLE Gross Site Area: 30,090 square feet (.69 acres) Area Remaining in Public Right of Way: 13,988 .square feet (.32 acres) Net Site Area: 16,102 square feet (.37 acres) Maximum Number of Dwelling Units: 64 Dwelling Units Maximum Floor Area Ratio: 5.0 Minimum Number of Off-Street Total Parking Spaces: 19 Parking Spaces Minimum Bicycle Spaces 49 spaces Off-Street Loading Spaces: 1 10x25 Minimum Required Setbacks: As Per Site Plan Maximum Building Height of the top Residential Floor per Section 17-17-0311 of ...",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2020-1900,mechanical_text_high,base_to_pd,C3-2,PD,2.2,2.2,0.0,same,2.2,to_far_text,high,2020-04-22,2020-06-17,,,"... FINAL FOR PUBLICA I ION W.ATERWAY PLANNED DEVELOPMENT, NUMBER 1 I5L AS AMENDED PLAN OF DEVELOPMEN F BULK REGULA FIONS AND DATA FABLF; NET SITE AREA: 169,556 square feet AREA REMAINING IN THE PUBLIC WAY: 29,543 square feet GROSS SITE AREA: 199,099 square feet MAXIMUM FLOOR AREA RATIO: 2.2 MAXIMUM BUILDING HEIGHT 61 feet, 2 inches (as measured in accordance wilh the Chicago Zoning Ordinance) MINIMUM NUMBER OF ACCESSORY OFF-STREET PARKING: 414 spaces* MINIMUM NUMBER OF OFF-STREET LOADING BERTHS: BICYCLE PARKING: 50 MINIMUM SETBACKS FROM PROPERTY ...",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2020-2396,mechanical_text_high,base_to_pd,ML-2,PD,2.2,1.2,-1.0,downzone,1.2,to_far_text,high,2020-05-20,2021-04-21,,,"... (underlying zoning that formed the basis of this Planried Development). Applicant: CTA Address: 255 E. 63'"" Street Filing Date May 2^, 2020 Publicatlor PLANNED DEVELOPEMENT BULK REGULATION AND DATA TABLE Gross Site Area:: 569,634 SF Net Site Area:: 569,634 SF Maximum Floor Area Ratio: 1.20 Minimum Number of Off-Street Loading Spaces Front Setback 2 Minimum Number of Off-Street/ Off-Site 24 Parking Spaces Maximum Building Heights: 43'0"" (as measured in accordance With the Chicago Zoning Ordinance) Front Setback 38'0' Side Setback 20' 0' Rear Set ...",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2020-2402,mechanical_text_high,base_to_pd,B3-2,PD,2.2,5.0,2.8,upzone,5.0,to_far_text,high,2020-05-20,2020-12-16,,,"... ntroduced May 20. 2020 Plan Cominissioif I l.tD EASTN173652905 3 FINAL FOR PUBLICATION RESIDENTIAL-BUSINESS PLANNED DEVELOPMENT NO. BULK REGULATIONS AND DATA TABLE Gross Sile Area (sf): 18,614 Aiea of Public Rights-of-Way (sf): 4,312 Net Sile Area (sQ: 14,302 Maximum Floor Area Ratio: 5.0 Maximum Permitted Dwelling Units and/or 79 Hold Rooms: Minimum Off-Street Parking Spaces: 0 Minimum Bicycle Parking Spaces: 79 Maximum Building Height: 83'8"" Minimum Setbacks: In accordance with plans Loading Berths: 1 (10'x25') Applicant LV llalsicd, I.l.C A ...",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2020-4562,mechanical_text_high,base_to_pd,DX-3,PD,3.0,2.98,-0.02,downzone,2.98,to_far_text,high,2020-09-09,2021-01-27,,,"... SF Area of Proposed Building Subarea A: ' 272,318 SF Subarea B: 255,931 SF Subarea C: 57,760 SF (Existing to Remain) Total Proposed Building Area: 586,009 SF Floor Area Ratio: FAR Subarea A: 6.4 FAR Subarea B: 5.94 FAR Subarea C: 0.56 (Existing) Total Project FAR: 2.98 Maximum Allowable Floor Area: Maximum Floor Area Subarea A: 272,318 SF Maximum Floor Area Subarea B: 255,931 SF Maximum Floor Area Subarea C: 57,760 SF Applicant: Plumber Local 130, UA and Chicago Title and Trust Company L.and Trust Number 15408 dated Septemb ...",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2020-4797,chatgpt_review,base_to_pd,M3-3,PD,3.0,3.0,0.0,same,3.0,maximum_far,high,2020-10-07,2020-12-16,packet_17,14,Revised Bulk Regulations and Data Table lists Maximum FAR: 3.00.,Use whole-PD maximum FAR 3.00; subarea FAR values are not used.,ChatGPT,2026-07-03
SO2020-4798,mechanical_text_high,base_to_pd,C2-5,PD,5.0,11.34,6.34,upzone,11.34,to_far_text,high,2020-10-07,2020-12-16,,,"... ;. 2020 FA,S I\l6SyS4922 2 FINAL FOR PUBLICATION KESIDENTIAHIUSINESS PLANNED DEVELOPIVIENT NO. BULK REGULATIONS AND DATA TABLE Gross Site Area (sQ: 51,932 Area of Public Rights-of-Way (sl): 22,316 Net Site Area (sl): 29,616 Subarea A: 19,140 Subarea B: 10,476 Maximum Floor Area Ratio: 11.34 Subarea A: 6.94 Subarea B: 19.39 Maximum Nuinber of Dwelling Units: Subarea B: 75 Parking Spaces: Subarea A: 0 Subarea B: 160 Minimum Loading Berths: Subarea B; 1 (10'x25') Maximum Building Height: Per plans Minimum Setbacks: Per plans Applxani 40 VVcsI Oak O ...",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2020-5626,chatgpt_review,base_to_pd,CL-3,PD,3.0,11.5,8.5,upzone,11.5,maximum_floor_area_ratio,high,2020-11-16,2021-03-24,packet_05,14,Bulk table lists Maximum Floor Area Ratio 11.5.,Evidence shows original C1-3 to DX-7 to PD; use pre-ordinance C1-3 FAR 3.0 and final PD FAR 11.5.,ChatGPT,2026-07-03
SO2020-5629,mechanical_text_high,base_to_pd,DX-3,PD,3.0,8.1,5.1,upzone,8.1,to_far_text,high,2020-11-16,2021-01-27,,,"... all also be subject to height limitations, if any, established by the Federal Aviation Administration. 8. The Applicant acknowledges that the project has received a bonus FAR of 3.1, pursuant to Sec. 17-4-1000 of the Zoning Ordinance. With this bonus FAR, the total FAR for the Planned Development is 8.1. In exchange for the bonus FAR, the Applicant is required to make a corresponding payment, pursuant to Sections 17-4-1003-B & C, prior to the issuance of the first building permit for any building in the Planned Development; provided, however, if the Planned ...",High-confidence mechanical PD FAR text extraction.,mechanical,
SO2020-6237,chatgpt_review,base_to_pd,DX-12,PD,12.0,16.0,4.0,upzone,16.0,total_far,high,2020-12-16,2021-09-14,packet_02,4,"Statement says project received bonus FAR 4.0; with this bonus FAR, total FAR for the Planned Development is 16.0.",Use total PD FAR including bonus.,ChatGPT,2026-07-03
